90.3665,23.8149,1
90.3666,23.8146,1
90.3666,23.8144,1
90.3667,23.8139,1
90.3669,23.8134,1
90.3669,23.8133,1
90.367,23.8131,1
90.367,23.813,1
90.367,23.8128,1
90.3671,23.8125,1
90.3673,23.812,1
90.3674,23.8115,1
90.3675,23.8112,1
90.3675,23.811,1
90.3677,23.8105,1
90.3677,23.8105,1
90.3678,23.81,1
90.3679,23.8098,1
90.368,23.8094,1
90.368,23.8093,1
90.3681,23.8089,1
90.3682,23.8087,1
90.3682,23.8085,1
90.3683,23.8084,1
90.3685,23.8076,1
90.3686,23.8071,1
90.3687,23.807,1
90.3687,23.8068,1
90.3688,23.8067,1
90.3688,23.8064,1
90.3691,23.806,1
90.3691,23.8059,1
90.3692,23.8056,1
90.3693,23.8054,1
90.3695,23.805,1
90.3697,23.8046,1
90.3697,23.8045,1
90.3698,23.8043,1
90.3699,23.8041,1
90.3701,23.8037,1
90.3702,23.8037,1
90.3702,23.8035,1
90.3703,23.8033,1
90.3703,23.8032,1
90.3705,23.8029,1
90.3706,23.8027,1
90.3706,23.8026,1
90.3708,23.8021,1
90.3709,23.8019,1
90.3711,23.8015,1
90.3712,23.8012,1
90.3713,23.8009,1
90.3714,23.8007,1
90.3715,23.8006,1
90.3715,23.8005,1
90.3715,23.8004,1
90.3717,23.8,1
90.372,23.7994,1
90.3721,23.7992,1
90.3722,23.7989,1
90.3724,23.7984,1
90.3728,23.7974,1
90.3729,23.7973,1
90.3729,23.7971,1
90.3732,23.7965,1
90.3732,23.7965,1
90.3733,23.7963,1
90.3735,23.7957,1
90.3736,23.7954,1
90.3738,23.7952,1
90.3738,23.795,1
90.3739,23.7949,1
90.374,23.7946,1
90.3742,23.7941,1
90.3743,23.7939,1
90.3744,23.7935,1
90.3745,23.7935,1
90.3746,23.7932,1
90.3748,23.7927,1
90.3748,23.7926,1
90.3748,23.7926,1
90.375,23.7923,1
90.375,23.7921,1
90.3752,23.7916,1
90.3753,23.7916,1
90.3754,23.7914,1
90.3756,23.7909,1
90.3757,23.7905,1
90.3758,23.7904,1
90.3759,23.79,1
90.3761,23.7896,1
90.3761,23.7896,1
90.3763,23.7892,1
90.3764,23.7889,1
90.3765,23.7887,1
90.3766,23.7886,1
90.3768,23.7881,1
90.3768,23.7881,1
90.3771,23.7873,1
90.3772,23.7872,1
90.3774,23.7867,1
90.3775,23.7865,1
90.3776,23.7863,1
90.3778,23.7858,1
90.378,23.7853,1
90.3781,23.7851,1
90.3781,23.7849,1
90.3782,23.7848,1
90.3783,23.7845,1
90.3785,23.7838,1
90.3787,23.7834,1
90.3787,23.7833,1
90.3788,23.7829,1
90.3789,23.7828,1
90.3792,23.7818,1
90.3792,23.7816,1
90.3796,23.7805,1
90.3796,23.7804,1
90.3799,23.7794,1
90.3801,23.7787,1
90.3804,23.7776,1
90.3807,23.7768,1
90.3808,23.7764,1
90.3815,23.7742,1
90.3817,23.7734,1
90.3817,23.7733,1
90.3819,23.7727,1
90.3822,23.7719,1
90.3822,23.7718,1
90.3825,23.771,1
90.3825,23.7708,1
90.3826,23.7703,1
90.3827,23.7698,1
90.3829,23.7691,1
90.3831,23.7684,1
90.3832,23.7667,1
90.3832,23.7661,1
90.3834,23.7651,1
90.3835,23.7636,1
90.3835,23.7625,1
90.3836,23.7622,1
90.3836,23.7616,1
90.3836,23.7613,1
90.3837,23.76,1
90.3838,23.7589,1
90.3863,23.759,1
90.3874,23.7591,1
90.3881,23.7591,1
90.3886,23.7591,1
90.3898,23.7592,1
90.3898,23.7591,1
90.3901,23.7585,1
90.3902,23.7584,1
90.3903,23.7577,1
90.3907,23.7567,1
90.3913,23.7553,1
90.3917,23.7543,1
90.3918,23.7539,1
90.392,23.7534,1
90.3922,23.7528,1
90.3924,23.7522,1
90.3926,23.7517,1
90.3933,23.7502,1
90.3934,23.7498,1
90.3944,23.7471,1
90.3948,23.7459,1
90.395,23.7453,1
90.3952,23.7446,1
90.3954,23.744,1
90.3955,23.7437,1
90.3958,23.7428,1
90.3958,23.7426,1
90.3959,23.7422,1
90.3961,23.7414,1
90.3961,23.7412,1
90.3959,23.7384,1
90.396,23.7383,1
90.3962,23.7383,1
90.3962,23.7382,1
90.3962,23.7381,1
90.3961,23.738,1
90.3961,23.7379,1
90.396,23.7379,1
90.3959,23.7378,1
90.3958,23.7379,1
90.3957,23.7371,1
90.3957,23.737,1
90.3956,23.7361,1
90.3956,23.7357,1
90.3956,23.7354,1
90.3956,23.7353,1
90.3956,23.735,1
90.3955,23.7349,1
90.3955,23.7343,1
90.3956,23.7328,1
90.3959,23.7326,1
90.3963,23.7322,1
90.3965,23.732,1
90.3972,23.7313,1
90.3974,23.7311,1
90.3978,23.7307,1
90.3982,23.7303,1
90.3988,23.7297,1
90.3991,23.7293,1
90.3992,23.7293,1
90.3999,23.7285,1
90.4004,23.7281,1
